axis,start_time,end_time,duration_s,severity
Axis #3,24180.879,24192.158,11.278999999998632,Error
Axis #7,40667.162,40678.53,11.368000000002212,Alert
Axis #7,50492.53,50504.039,11.508999999998196,Alert
Axis #7,70264.289,70273.859,9.569999999992433,Alert
